algorithm,run_id,seed,generation,evaluations,population_size,feasible_count,feasible_fraction,mean_total_constraint_violation,max_total_constraint_violation,non_dominated_count,hv_against_zero_reference,max_social_reliability,max_economic_efficiency,max_ecological_security,data_status
IA-NSGA-III,1,1809036,1,48,48,47,0.9791666666666666,4.625929269271485e-18,2.220446049250313e-16,8,0.22406346439249752,0.5638569910840654,0.5764909198270107,0.694021731521561,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,1,1809036,12,576,48,48,1.0,0.0,0.0,7,0.3315757338873653,0.6464303946804307,0.6944596238416254,0.7463674266941618,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,1,1809036,13,624,48,48,1.0,0.0,0.0,13,0.33569359531131826,0.6541011159337942,0.6944596238416254,0.7463674266941618,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,1,1809036,14,672,48,48,1.0,0.0,0.0,22,0.34531605387173786,0.6570744350408816,0.7108513170710569,0.7463674266941618,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,1,1809036,15,720,48,48,1.0,0.0,0.0,10,0.3486554851689887,0.6598454393276172,0.7108513170710569,0.7473014885832108,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,1,1809036,16,768,48,48,1.0,0.0,0.0,7,0.3594154479512896,0.6761455321433367,0.7152684583196425,0.7473014885832108,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,1,1809036,17,816,48,48,1.0,0.0,0.0,14,0.36145413129005155,0.6761455321433367,0.7186889029592658,0.7474288319297676,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,1,1809036,18,864,48,48,1.0,0.0,0.0,13,0.37439982364799906,0.6809577576057069,0.7316508338766243,0.7555892034406784,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,1,1809036,19,912,48,48,1.0,0.0,0.0,13,0.38242081729489946,0.6926419973841664,0.7339530982419856,0.7555892034406784,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,1,1809036,20,960,48,48,1.0,0.0,0.0,17,0.3857769735943098,0.6926419973841664,0.7342136769197041,0.7626079240081277,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,1,1809036,21,1008,48,48,1.0,0.0,0.0,21,0.39323254436154803,0.6985414094348513,0.7428142176014761,0.7626079240081277,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,1,1809036,22,1056,48,48,1.0,0.0,0.0,17,0.40051352741255997,0.7065871900334811,0.7475143590527783,0.7626079240081277,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,1,1809036,23,1104,48,48,1.0,0.0,0.0,11,0.40906564566722964,0.7119413701846063,0.7495427266757424,0.7701251397222026,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,1,1809036,24,1152,48,48,1.0,0.0,0.0,22,0.4186385521921722,0.7142700009163154,0.76490438677538,0.7702103545166777,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,1,1809036,25,1200,48,48,1.0,0.0,0.0,20,0.42137153036362746,0.7186350571422074,0.76490438677538,0.7702103545166777,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,1,1809036,26,1248,48,48,1.0,0.0,0.0,14,0.42427780635557094,0.7186350571422074,0.765670886969566,0.7742299901252993,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,1,1809036,27,1296,48,48,1.0,0.0,0.0,19,0.43540172529939336,0.7254631606713661,0.7727709568009488,0.7809799836983481,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,1,1809036,28,1344,48,48,1.0,0.0,0.0,23,0.4531878861472735,0.7356991155047704,0.7949830056742639,0.7809799836983481,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,1,1809036,29,1392,48,48,1.0,0.0,0.0,23,0.45362350360230164,0.7356991155047704,0.7949830056742639,0.7809799836983481,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,1,1809036,30,1440,48,48,1.0,0.0,0.0,25,0.45672560532702644,0.7361421264196962,0.7949830056742639,0.7854601605233319,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,2,1809037,1,48,48,46,0.9583333333333334,9.25185853854297e-18,2.220446049250313e-16,7,0.22066807035534303,0.5547090861925765,0.5659047841091505,0.7067310704423084,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,2,1809037,2,96,48,48,1.0,0.0,0.0,8,0.2270478418148971,0.56168297716398,0.5693158923055902,0.7139674338818641,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,2,1809037,3,144,48,48,1.0,0.0,0.0,10,0.24672021122070406,0.5743912228699865,0.6009025759140363,0.7238159464844344,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,2,1809037,4,192,48,48,1.0,0.0,0.0,7,0.2613316463174353,0.5880587883048248,0.6206460290798516,0.7238159464844344,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,2,1809037,5,240,48,48,1.0,0.0,0.0,9,0.2699688731784233,0.6069218945463283,0.6206460290798516,0.7238159464844344,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,2,1809037,6,288,48,48,1.0,0.0,0.0,11,0.2798757632356768,0.6102308477378018,0.6400914652869248,0.7238159464844344,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,2,1809037,7,336,48,48,1.0,0.0,0.0,17,0.2843129535402986,0.6130047967007773,0.6474344242185051,0.7238159464844344,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,2,1809037,8,384,48,48,1.0,0.0,0.0,11,0.2968941122147947,0.6176875144927669,0.6631817406344679,0.7351818053951409,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,2,1809037,9,432,48,48,1.0,0.0,0.0,13,0.3060211065898388,0.6263096433632953,0.6702490761229466,0.7351818053951409,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,2,1809037,10,480,48,48,1.0,0.0,0.0,15,0.3075764557395695,0.6282882560781509,0.6702490761229466,0.7351818053951409,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,2,1809037,11,528,48,48,1.0,0.0,0.0,19,0.31799943235369404,0.6355853204874524,0.677270360196504,0.7459577453994923,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,2,1809037,12,576,48,48,1.0,0.0,0.0,20,0.3210588298753727,0.6393257994973063,0.677270360196504,0.7474743581598058,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,2,1809037,13,624,48,48,1.0,0.0,0.0,20,0.32828586347994504,0.6512087038451724,0.677270360196504,0.7495575089053194,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,2,1809037,14,672,48,48,1.0,0.0,0.0,14,0.3401581774312082,0.6586356377332881,0.693480131134111,0.7495575089053194,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,2,1809037,15,720,48,48,1.0,0.0,0.0,22,0.3557296573963961,0.6701736870255179,0.7131336330974108,0.7509946348038556,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,2,1809037,16,768,48,48,1.0,0.0,0.0,23,0.3581436756470186,0.6701736870255179,0.7131336330974108,0.755513973696308,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,2,1809037,17,816,48,48,1.0,0.0,0.0,10,0.3618777538295874,0.6755916074628763,0.7131336330974108,0.7556070367752927,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,2,1809037,18,864,48,48,1.0,0.0,0.0,12,0.366660266154063,0.6767939753316443,0.7207501021789482,0.7556070367752927,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,2,1809037,19,912,48,48,1.0,0.0,0.0,21,0.3714613646836727,0.6860087615376764,0.7207501021789482,0.7556070367752927,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,2,1809037,20,960,48,48,1.0,0.0,0.0,26,0.3771502086047955,0.6876571029302001,0.727942409286246,0.7570402569043282,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,2,1809037,21,1008,48,48,1.0,0.0,0.0,26,0.38251747302096395,0.6927734499245222,0.727942409286246,0.7626443302428902,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,2,1809037,22,1056,48,48,1.0,0.0,0.0,25,0.388988072057938,0.6958591357630384,0.7364063544773364,0.7626443302428902,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,2,1809037,23,1104,48,48,1.0,0.0,0.0,21,0.3982212461992198,0.7059710652264745,0.7405797697438555,0.7656518994837543,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,2,1809037,24,1152,48,48,1.0,0.0,0.0,6,0.39924838409173563,0.7059710652264745,0.7405797697438555,0.7656831433172699,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,2,1809037,25,1200,48,48,1.0,0.0,0.0,14,0.4001711302839323,0.7059710652264745,0.7405797697438555,0.7675341682613043,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,2,1809037,26,1248,48,48,1.0,0.0,0.0,17,0.4032716002122757,0.7084960761868769,0.7435052242259264,0.7675341682613043,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,2,1809037,27,1296,48,48,1.0,0.0,0.0,22,0.4090152914494351,0.7150675233334478,0.747099353343458,0.7675341682613043,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,2,1809037,28,1344,48,48,1.0,0.0,0.0,18,0.41496180338588023,0.7150675233334478,0.7545299477635228,0.7708488813145832,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,2,1809037,29,1392,48,48,1.0,0.0,0.0,21,0.4245438222633542,0.7204931721982037,0.7608641254616272,0.7774436406482695,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,2,1809037,30,1440,48,48,1.0,0.0,0.0,13,0.42606037228402865,0.7209496452894192,0.7608641254616272,0.7780260333690915,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,3,1809038,1,48,48,48,1.0,0.0,0.0,7,0.2237769384989376,0.5626432562318692,0.5697268430645787,0.7011287101952305,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,3,1809038,2,96,48,48,1.0,0.0,0.0,7,0.22752935697944765,0.5626432562318692,0.5787091789346774,0.7011287101952305,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,3,1809038,3,144,48,48,1.0,0.0,0.0,10,0.23934107518798042,0.5636375062199127,0.5966505875185933,0.7163728837748237,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,3,1809038,4,192,48,48,1.0,0.0,0.0,11,0.2557098565919733,0.5828270986891945,0.619617419528962,0.7163728837748237,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,3,1809038,5,240,48,48,1.0,0.0,0.0,17,0.26263861487312945,0.5882810272083459,0.6251842732255677,0.7239994975367483,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,3,1809038,6,288,48,48,1.0,0.0,0.0,17,0.26639912314399566,0.5946215905024297,0.6251842732255677,0.7239994975367483,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,3,1809038,7,336,48,48,1.0,0.0,0.0,22,0.2773618015692309,0.6131823600444661,0.632021827181286,0.7239994975367483,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,3,1809038,8,384,48,48,1.0,0.0,0.0,18,0.2813259659728683,0.6131823600444661,0.6368126027954328,0.726638388502827,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,3,1809038,9,432,48,48,1.0,0.0,0.0,15,0.2961591928524107,0.6131823600444661,0.659312732695323,0.7392318726530765,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,3,1809038,10,480,48,48,1.0,0.0,0.0,9,0.3057325417026524,0.6332344154824064,0.659312732695323,0.7392318726530765,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,3,1809038,11,528,48,48,1.0,0.0,0.0,16,0.3061356583259457,0.6332344154824064,0.659312732695323,0.7392318726530765,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,3,1809038,12,576,48,48,1.0,0.0,0.0,16,0.3213958621715184,0.6341566308984738,0.6819034610360682,0.7508511427350784,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,3,1809038,13,624,48,48,1.0,0.0,0.0,13,0.34144250153459255,0.6605327364290176,0.6954413094334169,0.7529161721184157,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,3,1809038,14,672,48,48,1.0,0.0,0.0,17,0.3421917757078661,0.6605327364290176,0.6954413094334169,0.7532537929693336,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,3,1809038,15,720,48,48,1.0,0.0,0.0,20,0.3432841146057995,0.6605327364290176,0.695721670939451,0.7532537929693336,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,3,1809038,16,768,48,48,1.0,0.0,0.0,21,0.34569237839127165,0.6605327364290176,0.6994239169875924,0.7532537929693336,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,3,1809038,17,816,48,48,1.0,0.0,0.0,24,0.3500171712896741,0.661201822590269,0.7000840723625024,0.7602261776221637,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,3,1809038,18,864,48,48,1.0,0.0,0.0,20,0.35690968906700216,0.661201822590269,0.7108423905028659,0.7634760745753764,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,3,1809038,19,912,48,48,1.0,0.0,0.0,21,0.3617684334096516,0.6633190258557898,0.718708256757816,0.7634760745753764,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,3,1809038,20,960,48,48,1.0,0.0,0.0,18,0.36404673075544364,0.6667942591860113,0.718708256757816,0.7634760745753764,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,3,1809038,21,1008,48,48,1.0,0.0,0.0,14,0.3739425821624534,0.6737917810681373,0.7309502657783818,0.7634760745753764,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,3,1809038,22,1056,48,48,1.0,0.0,0.0,18,0.3800809440374172,0.6737917810681373,0.7422729644970953,0.7634760745753764,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,3,1809038,23,1104,48,48,1.0,0.0,0.0,19,0.39264458385641304,0.6893375305855067,0.7437742700534598,0.7707236010538032,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,3,1809038,24,1152,48,48,1.0,0.0,0.0,25,0.3966532985848455,0.692265039168817,0.7482892069785593,0.7707236010538032,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,3,1809038,25,1200,48,48,1.0,0.0,0.0,24,0.4056920882222713,0.6936878544154925,0.7594357075450877,0.7750667914153795,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,3,1809038,26,1248,48,48,1.0,0.0,0.0,16,0.4142094686295568,0.7021330212245674,0.7594357075450877,0.7813644918893623,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,3,1809038,27,1296,48,48,1.0,0.0,0.0,14,0.4227848322239136,0.7136547762616919,0.7624083635105656,0.7813644918893623,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,3,1809038,28,1344,48,48,1.0,0.0,0.0,21,0.4259237377330814,0.7136547762616919,0.7679988833531923,0.7813644918893623,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,3,1809038,29,1392,48,48,1.0,0.0,0.0,20,0.42914273547000903,0.7148074515739348,0.771594196829841,0.7821314859814479,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,3,1809038,30,1440,48,48,1.0,0.0,0.0,23,0.429648928260411,0.7148074515739348,0.771594196829841,0.7821314859814479,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,4,1809039,1,48,48,46,0.9583333333333334,0.004865588363827884,0.2335482414637382,3,0.23858089215727055,0.5831475144639743,0.5893529257056378,0.7016801721452512,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,4,1809039,2,96,48,48,1.0,0.0,0.0,7,0.24450700773099343,0.5831475144639743,0.6032373273390979,0.7016801721452512,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,4,1809039,3,144,48,48,1.0,0.0,0.0,11,0.2489654757501353,0.5831475144639743,0.612797211803264,0.7016801721452512,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,4,1809039,4,192,48,48,1.0,0.0,0.0,12,0.2541035213442941,0.5831475144639743,0.612797211803264,0.7170128877973849,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,4,1809039,5,240,48,48,1.0,0.0,0.0,15,0.26686461434059444,0.5868084648433164,0.6341212345577659,0.7258797616641843,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,4,1809039,6,288,48,48,1.0,0.0,0.0,7,0.2824809315975378,0.602092929271892,0.6509224916904294,0.7258797616641843,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,4,1809039,7,336,48,48,1.0,0.0,0.0,10,0.28642238132993525,0.6089236694842083,0.6509224916904294,0.7258797616641843,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,4,1809039,8,384,48,48,1.0,0.0,0.0,12,0.29598547948930387,0.6164391570234076,0.6650303540711158,0.7258797616641843,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,4,1809039,9,432,48,48,1.0,0.0,0.0,12,0.2967239234061931,0.6164391570234076,0.6650303540711158,0.7258797616641843,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,4,1809039,10,480,48,48,1.0,0.0,0.0,16,0.31453867888750786,0.6289129567439947,0.6915880237595395,0.7258797616641843,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,4,1809039,11,528,48,48,1.0,0.0,0.0,15,0.32042884280760364,0.6352683608758041,0.6915880237595395,0.732289234275017,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,4,1809039,12,576,48,48,1.0,0.0,0.0,11,0.33855083896172716,0.6485194954465461,0.7060667543711127,0.7446692114576585,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,4,1809039,13,624,48,48,1.0,0.0,0.0,7,0.339587305722296,0.6485194954465461,0.7060667543711127,0.7446692114576585,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,4,1809039,14,672,48,48,1.0,0.0,0.0,12,0.3505126507273647,0.6552332158861182,0.7218315084562844,0.7446692114576585,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,4,1809039,15,720,48,48,1.0,0.0,0.0,12,0.35299203606820523,0.6590976921071865,0.7218315084562844,0.7446692114576585,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,4,1809039,16,768,48,48,1.0,0.0,0.0,3,0.37322535667292084,0.6718787418104609,0.739027381822247,0.7542001242385074,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,4,1809039,17,816,48,48,1.0,0.0,0.0,10,0.37796727984924205,0.6718787418104609,0.7463515362833849,0.7564727388740944,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,4,1809039,18,864,48,48,1.0,0.0,0.0,5,0.386273007079804,0.6786337326511117,0.7540421331066299,0.7564727388740944,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,4,1809039,19,912,48,48,1.0,0.0,0.0,8,0.38799192455928644,0.6812024962144684,0.7540421331066299,0.7564727388740944,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,4,1809039,20,960,48,48,1.0,0.0,0.0,14,0.3903360013392355,0.6854710233673156,0.7540421331066299,0.7564727388740944,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,4,1809039,21,1008,48,48,1.0,0.0,0.0,8,0.3974438190429959,0.6854710233673156,0.7633011912220378,0.7605711820027301,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,4,1809039,22,1056,48,48,1.0,0.0,0.0,11,0.4133934156801448,0.6963093385501161,0.7737291895840784,0.7693424382946632,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,4,1809039,23,1104,48,48,1.0,0.0,0.0,9,0.42084373985213785,0.7082954354076816,0.7737291895840784,0.7693424382946632,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,4,1809039,24,1152,48,48,1.0,0.0,0.0,11,0.4285950961038154,0.7111639548881666,0.7849175822903063,0.7693424382946632,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,4,1809039,25,1200,48,48,1.0,0.0,0.0,11,0.43501786225117,0.7207226599915035,0.7859278249059503,0.7693424382946632,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,4,1809039,26,1248,48,48,1.0,0.0,0.0,11,0.4398031017928382,0.725212767066733,0.7859278249059503,0.7731138264670373,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,4,1809039,27,1296,48,48,1.0,0.0,0.0,10,0.44777161489109163,0.7334862496361018,0.7914040689681049,0.7731138264670373,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,4,1809039,28,1344,48,48,1.0,0.0,0.0,16,0.4489856390505724,0.7334862496361018,0.7914040689681049,0.7751274617109161,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,4,1809039,29,1392,48,48,1.0,0.0,0.0,13,0.45468287775647576,0.7410643084548787,0.7932612367384589,0.7751274617109161,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,4,1809039,30,1440,48,48,1.0,0.0,0.0,18,0.4568367883924791,0.7412191086422643,0.796690276970187,0.7751274617109161,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,5,1809040,1,48,48,45,0.9375,1.3877787807814457e-17,2.220446049250313e-16,8,0.2245248653214479,0.5529800168443622,0.571324442114091,0.7157640640295844,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,5,1809040,2,96,48,48,1.0,0.0,0.0,9,0.23358317904822118,0.5661890933218371,0.5802894648854902,0.7157640640295844,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,5,1809040,3,144,48,48,1.0,0.0,0.0,5,0.24266112232950104,0.5727895117784937,0.5952798876955386,0.7157640640295844,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,5,1809040,4,192,48,48,1.0,0.0,0.0,10,0.2553309564334625,0.5870575627529017,0.6057843710992988,0.7250772215660714,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,5,1809040,5,240,48,48,1.0,0.0,0.0,5,0.27014166589963434,0.5872206057210103,0.6392124218828372,0.7250772215660714,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,5,1809040,6,288,48,48,1.0,0.0,0.0,8,0.28995194075501535,0.6085830957955124,0.657275740629689,0.732601465624992,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,5,1809040,7,336,48,48,1.0,0.0,0.0,9,0.29177414833781384,0.6086034942816284,0.657275740629689,0.7345085947627734,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,5,1809040,8,384,48,48,1.0,0.0,0.0,12,0.29768032387755405,0.6196248240395296,0.657275740629689,0.7369314711003152,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,5,1809040,9,432,48,48,1.0,0.0,0.0,11,0.3065337171626104,0.6255829631269311,0.6648148363779213,0.741647612664229,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,5,1809040,10,480,48,48,1.0,0.0,0.0,12,0.3157382174052477,0.6274721703270711,0.6789310849666025,0.7462642853161238,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,5,1809040,11,528,48,48,1.0,0.0,0.0,13,0.32358120899261744,0.6375001427086892,0.6789310849666025,0.751429732184728,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,5,1809040,12,576,48,48,1.0,0.0,0.0,7,0.3418623326551689,0.6495661562470619,0.7035016533079791,0.751429732184728,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,5,1809040,13,624,48,48,1.0,0.0,0.0,10,0.34977911830201475,0.6655316395684999,0.7035016533079791,0.751429732184728,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,5,1809040,14,672,48,48,1.0,0.0,0.0,12,0.35188262097789536,0.6676112088291222,0.7043924766564041,0.751429732184728,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,5,1809040,15,720,48,48,1.0,0.0,0.0,15,0.35598457844151743,0.6676112088291222,0.7090356271075761,0.7546764365031144,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,5,1809040,16,768,48,48,1.0,0.0,0.0,20,0.3760160158386166,0.6800497934307014,0.7244373160509158,0.7694020836352957,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,5,1809040,17,816,48,48,1.0,0.0,0.0,19,0.37849374295210275,0.6800497934307014,0.7277895340234555,0.7694020836352957,经过处理的数据 / public-data surrogate; not author-run logs
IA-NSGA-III,5,1809040,18,864,48,48,1.0,0.0,0.0,24,0.380007511812454,0.6800497934307014,0.7295409449572167,0.7694020836352957,经过处理的数据 / public-data surrogate; not author-run logs
